유형,대회명,웹페이지,시작일,종료일
공모전,Yi 200k context window LLMs Hackathon,https://lablab.ai/event/yi-llms-24-hours-hackathon,2023-12-01,2023-12-09
공모전,2023 AI 허브 안심존 데이터 활용 경진대회(3차) - 아이디어 공모전,https://docs.google.com/forms/d/e/1FAIpQLSfh9c81gyW1GfEpzq_jLvW1ivElz1JxJkSegy67__cpQk2eKA/viewform,2023-11-28,2023-12-10
공모전,2023 코리아 푸드테크 아이디어 공모전,https://gafi.or.kr/web/board/boardContentsView.do?miv_pageNo=&miv_pageSize=&total_cnt=&LISTOP=&mode=W&cate_id=&menu_id=c3bb3523bb654e779e612ec8d4441ecf&contents_id=4684bf7e1878438e83dff8bd9ce3b359&board_id=45&searchkey=T&searchtxt=%ED%85%8C%ED%81%AC,2023-11-07,2023-12-10
경진대회,[해커톤] 학습 플랫폼 이용자 구독 갱신 예측,https://dacon.io/competitions/official/236179/overview/description,2023-11-22,2023-12-11
공모전,월간 데이콘 - DACON 데이터 분석 아이디어 경진대회,https://dacon.io/competitions/official/236198/overview/description,2023-11-22,2023-12-11
경진대회,대구 교통사고 피해 예측 AI 경진대회,https://dacon.io/competitions/official/236193/overview/description,2023-11-15,2023-12-11
공모전,[NAVER Z] ZEPETO World Jam,https://zepetoworldjam.com/?utm_source=zepeto&utm_medium=hqoutreach&utm_campaign=landing,2023-10-30,2023-12-11
경진대회,구강이미지 합성 데이터 헬스케어 AI경진대회,http://healthcare.gcontest.co.kr/template/m/14622,2023-11-30,2023-12-12
공모전,"K-PaaS 활용 디지털 사회혁신 서비스 개발, 아이디어 공모전",https://devcontest-digitalsolveup.kr/,2023-08-24,2023-12-13
공모전,화웨이 ICT 경진대회 2023-2024,https://m.blog.naver.com/PostView.naver?blogId=huaweikr&logNo=223250572155&proxyReferer=https%3A%2F%2Fwww.all-con.co.kr%2F,2023-11-06,2023-12-14
공모전,토스 버그 바운티 챌린지,https://bugbounty.toss.im/,2023-07-13,2023-12-15
경진대회,Synthetic AKI data Challenge 2023,https://maic.or.kr/competitions/27/infomation,2023-11-10,2023-12-16
공모전,맵픽 활용 우수사례 공모전,https://mappick.co.kr/#/community?detailPageType=detail&selectedNttId=NT0000000007,2023-11-08,2023-12-20
경진대회,Optiver - Trading at the Close,https://www.kaggle.com/competitions/optiver-trading-at-the-close,2023-09-20,2023-12-20
공모전,NextGen GPT AI Hackathon,https://lablab.ai/event/nextgen-gpt-ai-hackathon,2023-12-16,2023-12-22
경진대회,Neural MMO Challenge,https://www.aicrowd.com/challenges/neurips-2023-the-neural-mmo-challenge,2023-11-01,2023-12-30
공모전,제2회 기아 PBV 목적 기반 모빌리티 아이디어 공모전,https://kiapbvidea.com/,2023-11-16,2023-12-31
경진대회,UBC Ovarian Cancer Subtype Classification and Outlier Detection (UBC-OCEAN),https://www.kaggle.com/competitions/UBC-OCEAN,2023-10-06,2024-01-03
경진대회,NFL Big Data Bowl 2024,https://www.kaggle.com/competitions/nfl-big-data-bowl-2024,2023-10-13,2024-01-08
경진대회,Linking Writing Processes to Writing Quality,https://www.kaggle.com/competitions/linking-writing-processes-to-writing-quality,2023-10-02,2024-01-09
공모전,Mixtral 8x7B: 24 Hours Challenge,https://lablab.ai/event/mixtral-8x7b-24-hours-challenge,2024-01-12,2024-01-12
공모전,[삼정KPMG] 아이디어톤,https://kpmgkr.notion.site/2024-KPMG-1fcd8a808f3d4f36a5ae8ad6e9bc413e,2024-01-02,2024-01-18
공모전,2024 Prometheus AI Hackathon,https://prometheus-ai.net/hackathon,2023-12-18,2024-01-21
경진대회,LLM - Detect AI Generated Text,https://www.kaggle.com/competitions/llm-detect-ai-generated-text,2023-10-31,2024-01-22
공모전,Build & launch your GPTs: 24-hours Hackathon,https://lablab.ai/event/create-your-custom-gpts,2024-01-23,2024-01-24
공모전,Phi-2 Technology: 24 Hours Challenge,https://lablab.ai/event/phi-2-technology-24-hours-challenge,2024-01-26,2024-01-27
공모전,SPARCS Service Hackathon 2024,https://event.sparcs.org/ssh24,2024-01-19,2024-01-28
공모전,빅데이터 활용 미래 사회문제 해결 아이디어 해커톤,https://edu.ggumeasy.com/?pn=product.view&cuid=&pcode=H7843-R5115-J7144,2023-11-20,2024-01-28
경진대회,제3회 국제대학생 EV 자율주행 경진대회,https://www.ievexpo.org/site/ieve2018/kor/contents/index.php?mid=0103&job=detail&ebcf_id=IEVE2018_NOTICE&eb_seq=241,2023-12-04,2024-01-31
공모전,"2023 호남, 제주권 우수기업분석대회",https://wellbicompany3.wixsite.com/recruitment,2024-01-22,2024-01-31
공모전,2024 시스코 이노베이션 챌린지 아이디어톤,https://www.cisco.com/c/m/ko_kr/innovation-challenge.html,2023-11-16,2024-01-31
경진대회,Santa 2023 - The Polytope Permutation Puzzle,https://www.kaggle.com/competitions/santa-2023/overview,2023-12-18,2024-01-31
공모전,Binary Classification with a Bank Churn Dataset,https://www.kaggle.com/competitions/playground-series-s4e1,2024-01-02,2024-01-31
경진대회,Enefit - Predict Energy Behavior of Prosumers,https://www.kaggle.com/competitions/predict-energy-behavior-of-prosumers,2023-11-01,2024-01-31
공모전,Phi-2 Technology: 24 Hours Challenge,https://lablab.ai/event/phi-2-technology-24-hours-challenge,2024-02-02,2024-02-03
공모전,인천공항 교통체계 개선 아이디어 대국민 공모전,https://www.airport.kr/co/ko/cmm/cmmBbsView.do?PAGEINDEX=1&SEARCH_STR=&FNCT_CODE=19&SEARCH_TYPE=&NTT_ID=26531,2023-08-11,2024-02-04
경진대회,고객 대출등급 분류 해커톤,https://dacon.io/competitions/official/236214/overview/description,2024-01-15,2024-02-05
경진대회,대학 대항전 : 퍼즐 이미지 AI 경진대회,https://dacon.io/competitions/official/236207/overview/description,2024-01-02,2024-02-05
공모전,한국철도공사 대국민 서비스 아이디어 공모전,https://info.korail.com/info/selectBbsNttView.do?key=910&bbsNo=200&nttNo=20757,2024-01-08,2024-02-06
공모전,2024 미래도서관 정책 아이디어 해커톤대회,https://m.blog.naver.com/PostView.naver?blogId=412libraryday&logNo=223313426112&navType=by,2024-01-26,2024-02-06
경진대회,SenNet + HOA - Hacking the Human Vasculature in 3D,https://www.kaggle.com/competitions/blood-vessel-segmentation,2023-11-07,2024-02-06
공모전,국회 공공데이터 활용 경진대회,https://www.assembly00data.com/,2024-01-15,2024-02-07
공모전,Unhallucinate Challenge: 24 Hours Fight,https://lablab.ai/event/unhallucinate-challenge-24-hours-fight,2024-02-13,2024-02-14
공모전,[카카오 x 구름] 구름톤 9기,https://9oormthon.goorm.io/?utm_source=community&utm_medium=social&utm_content=open_9th,2024-02-01,2024-02-14
공모전,서울버스 서비스 개선방안 시민 아이디어 공모전,https://www.si.re.kr/node/67914,2024-01-22,2024-02-14
공모전,2024 대국민 혁신 아이디어 공모전,https://etk.srail.kr/cms/article/view.do?postNo=607&pageId=TK0502000000,2024-01-17,2024-02-15
공모전,[한빛미디어x조코딩] 천하제일 내만내웹+GPTs 활용대회,https://docs.google.com/forms/d/e/1FAIpQLSfGK3t5fs9jh3DSC7ACC1zLxQpfMuEb5goqm_fbicy0vflAcQ/viewform?fbclid=IwAR2APvUWvTjlQLNbTTFEHn-CVSJX1Ji2ry1Ga_wTWU0K2dUKFYfGgPhBRAE,2024-01-20,2024-02-16
공모전,포토샵 AI ‘생성형 채우기’ 사용 후기 공모전,https://www.loud.kr/contest/view/122067/brief,2024-01-12,2024-02-18
공모전,KOSIS 통계놀이터 프로젝트형 수업 자료 공모전,https://www.all-con.co.kr/view/contest/509297?page=1&sortname=cl_order&sortorder=asc&stx=KOSIS,2024-02-06,2024-02-19
공모전,2024 KF국민공공외교 프로젝트 공모,https://apply.kf.or.kr/selectNoticeAndApplicationView.nkf?anucNo=A1P0000928,2024-02-01,2024-02-21
경진대회,2024 세종테크노파크 대학생 AI경진대회,https://docs.google.com/forms/d/e/1FAIpQLSdtF_BP02TyKuU1t2nRNftwnwbr0b3EbrNcuMsrvcM42VHXmw/viewform,2024-02-05,2024-02-22
공모전,Google Developer Student Clubs Solution Challenge 2024,https://developers.google.com/community/gdsc-solution-challenge?hl=ko,2023-12-01,2024-02-22
공모전,GPT-4 Powered App Creation and Evals Hackathon,https://lablab.ai/event/gpt-4-powered-app-creation-hackathon,2024-02-17,2024-02-24
공모전,2024년 산림빅데이터 활용 해커톤,https://www.all-con.co.kr/view/contest/509109?page=1&sortname=cl_order&sortorder=asc&t=1&ct=&sc=&tg=,2024-02-01,2024-02-25
공모전,사회문제 해결을 위한 해커톤,https://kaps.or.kr/?p=35&page=1&viewMode=view&reqIdx=2401151507318139,2024-01-15,2024-02-25
경진대회,이커머스 고객 세분화 분석 아이디어 경진대회,https://dacon.io/competitions/official/236222/overview/description,2024-02-05,2024-02-26
공모전,인공지능으로 그려보는 해양수산의 미래상 공모전,https://docs.google.com/forms/d/e/1FAIpQLScaX3JuinOBzD6odmTCrXaeZwdX06zDbyJIiKCcmutb9Ut0_A/viewform,2024-02-05,2024-02-28
공모전,스마트도시 상주 아이디어 공모전,https://www.sangju.go.kr/gosi/detail.tc?mn=3016&pageSeq=2686&mgtNo=21266,2024-01-29,2024-02-28
공모전,행정안전부 디지털기반 공공서비스 개선을 위한 아이디어 공모,https://sotong.go.kr/front/qustnrNew/qustnrNewFrontView.do?qustnr_id=b0fa9f75db044934bc19ed73dff3c9fd&searchQustnrSttusCode=&searchQustnrSj=&orderBy=a&miv_pageNo=,2024-02-01,2024-02-29
경진대회,Multi-Class Prediction of Obesity Risk,https://www.kaggle.com/competitions/playground-series-s4e2,2024-02-01,2024-02-29
공모전,제2회 대한민국 NFT 디지털아트대전,https://m.mk.co.kr/evt/nft_contest_2024,2024-01-18,2024-02-29
경진대회,Chemotherapy Treatment Timelines Extraction from the Clinical Narrative,https://sites.google.com/view/chemotimelines2024/home-tba,2024-01-08,2024-03-01
경진대회,반도체 소자 이상 탐지 AI 경진대회,https://dacon.io/competitions/official/236224/overview/description,2024-02-05,2024-03-04
경진대회,도배 하자 질의 응답 처리 : 한솔데코 시즌2 AI 경진대회,https://dacon.io/competitions/official/236216/overview/description,2024-01-29,2024-03-11
공모전,MetLife Hack4Job Coding & Security,https://brand.metlife.co.kr/ep/hack/methack4job.do,2024-01-26,2024-03-12
공모전,2024 ICT 융합 프로젝트 공모전,https://www.devicemart.co.kr/board/view?id=award_board&seq=135156,2024-02-01,2024-03-31
공모전,홍채 인식 기술을 활용한 신제품 컨셉 아이디어 공모,https://www.ipmarket.or.kr/idearo/service/idc/chlg/idcDetail.do,2024-01-24,2024-03-31
공모전,SES cares 드론 활용 아이디어 공모전,https://sescares.com/#3,2024-01-30,2024-03-31
공모전,인공지능(AI)음악기술 플랫폼 베타테스트 및 아티스트 콜라보,https://www.all-con.co.kr/view/contest/508577?page=1&sortname=cl_order&sortorder=asc&t=1&ct=&sc=&tg=,2024-01-14,2024-03-31
경진대회,Generative Interior Design 2024,https://www.aicrowd.com/challenges/generative-interior-design-challenge-2024,2024-01-30,2024-04-01
경진대회,HMS - Harmful Brain Activity Classification,https://www.kaggle.com/competitions/hms-harmful-brain-activity-classification/overview,2024-01-08,2024-04-08
공모전,제1회 경상북도 국제 AI·메타버스 영화제,https://www.gb.go.kr/Main/page.do?mnu_uid=6792&dept_code=&dept_name=&BD_CODE=bbs_bodo&bdName=&cmd=2&Start=0&B_NUM=373453401&B_STEP=373453400&B_LEVEL=0&key=4&word=&p1=0&p2=0&V_NUM=8111&tbbscode1=bbs_bodo,2024-03-18,2024-04-18
공모전,2024 Chat GPT(챗GPT) 아이디어 공모전,https://www.hasworld.org/ur/boardDetail?bbsId=BBS_0000001&postNo=8,2024-02-05,2024-04-22
경진대회,The Learning Agency Lab - PII Data Detection,https://www.kaggle.com/competitions/pii-detection-removal-from-educational-data,2024-01-17,2024-04-23
공모전,삼성로지피아&한국물류시스템 산업기계 2024 1차 아이디어 공모전,https://www.all-con.co.kr/view/contest/508989?page=1&sortname=cl_order&sortorder=asc&t=1&ct=&sc=&tg=,2024-01-28,2024-04-28
경진대회,Home Credit - Credit Risk Model Stability,https://www.kaggle.com/competitions/home-credit-credit-risk-model-stability,2024-02-05,2024-05-06
공모전,한국스마트정보교육원 24년 상반기 SW개발 공모전,http://ksmart.or.kr/?c=5/9&m=hrd_bbs&mod=view&type=notice&idx=bbs_content_24013000003,2024-01-30,2024-06-28
공모전,2024년 전국민 아이디어 경진대회,https://www.ipmarket.or.kr/idearo/service/cmn/nct/CmnNoticeDetail.do?nctId=NOT_00000000000000002512&pageIndex=1&crntMnuId=CUST_1&pageNm=Customer,2024-02-01,2024-10-31
